Release date,Product Family,Product,Platform,Impact,Max Severity,Article,Article (Link),Supercedence,Download,Download (Link),Build Number,Details,Details (Link),Base Score,Temporal Score,Customer Action Required
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53140,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53140,7.0,6.1,true
12 ago 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53138,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53138,5.7,5.0,true
12 ago 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53138,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53138,5.7,5.0,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53137,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53137,7.0,6.1,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53137,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53137,7.0,6.1,true
12 ago 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53136,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53136,5.5,4.8,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53135,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53135,7.0,6.1,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53135,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53135,7.0,6.1,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53134,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53134,7.0,6.1,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53134,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53134,7.0,6.1,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-53132,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53132,8.0,7.0,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53132,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53132,8.0,7.0,true
12 ago 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-53131,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-53131,8.8,7.7,true
12 ago 2025,Windows,Windows Server 2016,,Remote Code Execution,Critical,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-50177,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50177,8.1,7.1,true
12 ago 2025,Windows,Windows Server 2019,,Remote Code Execution,Critical,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50177,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50177,8.1,7.1,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-50173,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50173,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50173,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50173,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2019,,Denial of Service,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50172,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50172,6.5,5.7,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50170,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50170,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50167,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50167,7.0,6.1,true
12 ago 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-50166,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50166,6.5,5.7,true
12 ago 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50166,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50166,6.5,5.7,true
12 ago 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-50164,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50164,8.0,7.0,true
12 ago 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50164,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50164,8.0,7.0,true
12 ago 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-50162,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50162,8.0,7.0,true
12 ago 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50162,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50162,8.0,7.0,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-50161,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50161,7.3,6.4,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50161,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50161,7.3,6.4,true
12 ago 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-50160,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50160,8.0,7.0,true
12 ago 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50160,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50160,8.0,7.0,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-50159,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50159,7.3,6.4,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50159,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50159,7.3,6.4,true
12 ago 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-50158,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50158,7.0,6.3,true
12 ago 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50158,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50158,7.0,6.3,true
12 ago 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-50156,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50156,5.7,5.0,true
12 ago 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50156,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50156,5.7,5.0,true
12 ago 2025,Windows,Windows Server 2016,,Spoofing,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-50154,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50154,7.5,6.5,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-50153,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50153,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-50153,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-50153,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-49762,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49762,7.0,6.1,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-49762,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49762,7.0,6.1,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-49761,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49761,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-49761,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49761,7.8,6.8,true
12 ago 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49757,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49757,8.8,7.7,true
12 ago 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49757,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49757,8.8,7.7,true
12 ago 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-49743,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49743,6.7,5.8,true
12 ago 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-49743,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49743,6.7,5.8,true
12 ago 2025,Windows,Windows Server 2016,,Denial of Service,Important,5063871,https://support.microsoft.com/help/5063871,5062560,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063871,10.0.14393.8330,CVE-2025-49751,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49751,6.8,5.9,true
12 ago 2025,Windows,Windows Server 2019,,Denial of Service,Important,5063877,https://support.microsoft.com/help/5063877,5062557,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5063877,10.0.17763.7678,CVE-2025-49751,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49751,6.8,5.9,true
8 lug 2025,Windows,Windows Server 2016,,Information Disclosure,Critical,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357,5.6,4.9,true
8 lug 2025,Windows,Windows Server 2019,,Information Disclosure,Critical,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2024-36357,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36357,5.6,4.9,true
8 lug 2025,Windows,Windows Server 2016,,Information Disclosure,Critical,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350,5.6,4.9,true
8 lug 2025,Windows,Windows Server 2019,,Information Disclosure,Critical,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2024-36350,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2024-36350,5.6,4.9,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49659,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49659,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49727,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49727,7.0,6.1,true
8 lug 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49684,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49684,5.5,4.8,true
8 lug 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49668,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49668,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49668,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49668,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2016,,Information Disclosure,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-48823,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48823,5.9,5.2,true
8 lug 2025,Windows,Windows Server 2019,,Information Disclosure,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-48823,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48823,5.9,5.2,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49665,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49665,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Denial of Service,Low,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49683,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49683,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49744,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49744,7.0,6.1,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49732,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49732,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2019,,Denial of Service,Low,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49683,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49683,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49663,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49663,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49660,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49660,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-48816,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48816,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49725,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49725,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Denial of Service,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49722,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49722,5.7,5.0,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49675,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49675,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49742,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49742,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49732,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49732,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2019,,Denial of Service,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49722,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49722,5.7,5.0,true
8 lug 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49669,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49669,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2016,,Remote Code Execution,Critical,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-48822,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-48822,8.6,7.5,true
8 lug 2025,Windows,Windows Server 2019,,Security Feature Bypass,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49740,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49740,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2016,,Denial of Service,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-47999,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-47999,6.8,5.9,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49730,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49730,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49729,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49729,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2019,,Remote Code Execution,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49729,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49729,8.8,7.7,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49679,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49679,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Elevation of Privilege,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49678,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49678,7.0,6.1,true
8 lug 2025,Windows,Windows Server 2019,,Elevation of Privilege,Important,5062557,https://support.microsoft.com/help/5062557,5060531,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,10.0.17763.7558,CVE-2025-49667,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49667,7.8,6.8,true
8 lug 2025,Windows,Windows Server 2016,,Remote Code Execution,Important,5062560,https://support.microsoft.com/help/5062560,5061010,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,10.0.14393.8246,CVE-2025-49666,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-49666,7.2,6.3,true
